"Date of Download: 2024-07-11_20:11:41"
"Search Parameters: Data Level:all  Trait List:  Trial List:18316  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","139268","CM4919-1","","plot","8272133","202393DVGST_stom_rep1_CM4919-1_603","1","1","603","21","23","check","","0","1","28","140","7.421875","3.8","4","1","10","4","4","4","140","40","3","3","1","2","2","18","3710","255","0","3","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","139532","CM523-7","","plot","8272124","202393DVGST_stom_rep1_CM523-7_91","1","1","91","4","26","test","","1","1","26.3","160","9.5703125","4.9","4","2","5","6","4","4","210","50","4","3","1","3","2","20","4530","268","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","161630","CM8996-199","","plot","8272252","202393DVGST_stom_rep1_CM8996-199_607","1","1","607","21","27","test","","2","1","22.9","100","2.9296875","1.5","4","1","2","6","4","2","190","60","4","3","1","4","2","20","1480","59","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","161708","CM8996-246","","plot","8272243","202393DVGST_stom_rep1_CM8996-246_439","1","1","439","16","26","test","","1","1","20.6","140","4.4921875","2.3","4","1","5","8","4","2","230","50","4","3","1","2","3","15","2160","57","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","162366","CM8996-581","","plot","8272309","202393DVGST_stom_rep1_CM8996-581_501","1","1","501","18","22","test","","3","1","26","70","2.34375","1.2","3","1","5","6","4","3","170","30","4","1","1","4","2","20","950","55","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","162396","CM8996-596","","plot","8272656","202393DVGST_stom_rep1_CM8996-596_90","1","1","90","4","27","test","","2","1","18","30","6.8359375","3.5","3","1","12","6","4","3","180","40","3","3","1","2","2","27","3000","32","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","230102","CM9912-167","","plot","8272139","202393DVGST_stom_rep1_CM9912-167_76","1","1","76","3","18","test","","0","1","22.8","190","9.9609375","5.1","5","2","15","8","4","2","190","60","4","1","1","2","3","24","4600","182","0","4","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","242030","COL144","","plot","8272193","202393DVGST_stom_rep1_COL144_594","1","1","594","21","14","test","","1","1","20.8","70","0.9765625","0.5","3","2","3","4","4","4","110","60","1","3","1","4","3","8","580","16","0","1","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","138538","COL1468","COL14685","plot","8272383","202393DVGST_stom_rep1_COL1468_498","1","1","498","18","25","test","","2","1","20.4","90","12.890625","6.6","4","2","18","6","4","3","200","50","4","2","1","2","3","29","4940","124","0","4","1","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","54015","COL1505","","plot","8272538","202393DVGST_stom_rep1_COL1505_509","1","1","509","18","14","test","","0","1","25.3","160","4.1015625","2.1","4","3","8","6","4","3","160","50","3","2","1","3","2","13","1910","103","0","3","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","242145","COL1516","","plot","8272615","202393DVGST_stom_rep1_COL1516_527","1","1","527","19","5","test","","0","1","28.4","210","8.7890625","4.5","4","1","20","6","4","2","210","70","4","2","1","2","2","29","3830","272","1","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","242161","COL1736","","plot","8272335","202393DVGST_stom_rep1_COL1736_467","1","1","467","17","3","test","","0","1","33.4","150","7.421875","3.8","4","1","5","6","4","3","150","50","4","3","1","3","3","15","3600","351","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","242024","COL40","COL-40","plot","8272489","202393DVGST_stom_rep1_COL40_31","1","1","31","2","28","test","","2","1","21.7874449339207","70","1.5625","0.8","3","1","0","2","4","4","140","30","2","2","1","5","1","8","470","16","0","2","1","3","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","54029","COL764","","plot","8272423","202393DVGST_stom_rep1_COL764_437","1","1","437","16","28","test","","2","1","20.2","80","1.7578125","0.9","4","1","5","4","4","4","130","20","4","1","1","4","2","8","800","19","0","4","1","2","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","61463","CR13-8","","plot","8272733","202393DVGST_stom_rep1_CR13-8_270","1","1","270","10","21","test","","1","1","25.4","60","13.671875","7","4","2","20","6","4","4","180","50","4","2","1","2","3","33","4970","270","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","2732021","CR24-3","CR243","plot","8272449","202393DVGST_stom_rep1_CR24-3_262","1","1","262","10","29","test","","0","1","25.7","150","3.515625","1.8","4","1","7","4","4","4","150","40","4","2","1","3","3","17","1710","96","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","2732022","CR25-4","","plot","8272468","202393DVGST_stom_rep1_CR25-4_529","1","1","529","19","7","test","","2","1","30.1","60","1.953125","1","3","1","1","4","4","4","120","30","4","3","1","4","2","7","1050","84","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","2732025","CR27-20","","plot","8272150","202393DVGST_stom_rep1_CR27-20_183","1","1","183","7","9","test","","2","1","28.4","70","7.2265625","3.7","4","2","9","2","4","4","120","40","4","1","1","2","2","19","3480","248","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","42440","CR52A4","CR52A-4","plot","8272542","202393DVGST_stom_rep1_CR52A-4_601","1","1","601","21","21","test","","4","1","25.1","60","2.5390625","1.3","4","3","4","6","4","4","180","60","3","3","1","3","3","10","1350","71","0","3","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","221395","CUB46","","plot","8272699","202393DVGST_stom_rep1_CUB46_581","1","1","581","21","1","test","","0","1","23.6","200","8.984375","4.6","4","2","10","6","4","3","200","60","3","1","1","2","3","15","4250","188","1","4","1","3","2","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","145687","CUB74","","plot","8272410","202393DVGST_stom_rep1_CUB74_580","1","1","580","20","1","test","","0","1","24.2","180","4.4921875","2.3","4","1","4","8","4","3","180","50","4","3","1","3","3","12","2350","112","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","2731422","GM10057-1","","plot","8272665","202393DVGST_stom_rep1_GM10057-1_322","1","1","322","12","27","test","","4","1","25","40","3.90625","2","4","2","7","6","4","4","160","40","3","3","1","3","3","12","2000","104","0","3","2","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","2731423","GM10057-15","","plot","8272378","202393DVGST_stom_rep1_GM10057-15_113","1","1","113","4","4","test","","3","1","21.8","60","4.296875","2.2","3","2","8","6","4","4","150","30","4","3","1","4","1","19","1900","64","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","2731333","GM11901-10","","plot","8272277","202393DVGST_stom_rep1_GM11901-10_588","1","1","588","21","8","test","","6","1","23.6","60","5.6640625","2.9","4","1","7","8","4","3","260","50","3","3","1","3","3","22","2800","123","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","2731350","GM11933-1","","plot","8272510","202393DVGST_stom_rep1_GM11933-1_242","1","1","242","9","10","test","","3","1","27.4","60","0.9765625","0.5","3","2","0","4","4","4","150","40","2","3","1","4","2","10","490","32","0","3","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","2731351","GM11935-3","","plot","8272460","202393DVGST_stom_rep1_GM11935-3_27","1","1","27","1","27","test","","0","1","17.0811559633027","190","6.0546875","3.1","3","2","10","4","4","4","190","40","4","3","1","3","2","15","2740","15","4","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814344","GM14128B-10","","plot","8272246","202393DVGST_stom_rep1_GM14128B-10_257","1","1","257","9","25","test","","3","1","28.6","60","3.515625","1.8","4","2","5","6","4","3","160","40","4","3","1","3","2","20","1700","123","2","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814131","GM14128B-1","","plot","8272765","202393DVGST_stom_rep1_GM14128B-1_449","1","1","449","16","16","test","","2","1","26","90","7.8125","4","4","2","10","8","4","3","160","40","4","3","1","3","2","25","3540","204","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814421","GM14128B-3","","plot","8272126","202393DVGST_stom_rep1_GM14128B-3_24","1","1","24","1","24","test","","2","1","26.156581112208","70","7.421875","3.8","4","1","10","6","4","3","180","40","4","3","1","4","1","20","3230","191","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814514","GM14128B-4","","plot","8272198","202393DVGST_stom_rep1_GM14128B-4_134","1","1","134","5","18","test","","0","1","26.1","180","1.5625","0.8","3","1","0","6","4","3","180","40","2","3","1","4","2","7","430","25","0","3","1","3","2","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814346","GM14128B-5","","plot","8272595","202393DVGST_stom_rep1_GM14128B-5_447","1","1","447","16","18","test","","3","1","19.2","70","6.25","3.2","4","2","6","6","4","4","170","40","3","3","1","3","3","16","2910","52","0","3","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814302","GM14128B-7","","plot","8272521","202393DVGST_stom_rep1_GM14128B-7_122","1","1","122","5","6","test","","3","1","24.9","60","10.15625","5.2","4","3","19","4","4","4","140","40","4","3","1","2","3","29","4270","220","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979827","GM14128B-8","","plot","8272583","202393DVGST_stom_rep1_GM14128B-8_229","1","1","229","8","4","test","","3","1","25.6","90","16.40625","8.4","5","2","10","8","4","3","230","50","4","3","1","2","3","25","4520","252","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979828","GM14128B-9","","plot","8272431","202393DVGST_stom_rep1_GM14128B-9_267","1","1","267","10","24","test","","1","1","20.9","150","13.671875","7","4","2","22","6","4","3","270","60","4","2","1","2","3","32","5000","142","2","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814257","GM14139A-1","","plot","8272370","202393DVGST_stom_rep1_GM14139A-1_535","1","1","535","19","13","test","","0","1","","150","","","3","3","","4","4","4","150","40","","","","","","","","","","2","","","4",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814422","GM14139A-2","","plot","8272258","202393DVGST_stom_rep1_GM14139A-2_78","1","1","78","3","20","test","","0","1","","160","","","3","2","","2","4","4","160","40","3","3","1","5","1","","","","","3","1","2","2","","No Raiz (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814059","GM14139A-3","","plot","8272388","202393DVGST_stom_rep1_GM14139A-3_406","1","1","406","14","1","test","","0","1","24.3","210","3.3203125","1.7","4","3","5","8","4","3","210","50","4","3","1","3","2","18","1410","68","5","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6981237","GM14143B-2","","plot","8272350","202393DVGST_stom_rep1_GM14143B-2_564","1","1","564","20","17","test","","4","1","25.6","80","16.796875","8.6","4","3","20","10","4","3","230","50","3","3","1","1","3","30","5000","278","0","3","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814258","GM14143B-4","","plot","8272441","202393DVGST_stom_rep1_GM14143B-4_190","1","1","190","7","16","test","","4","1","25.8","70","3.90625","2","5","2","5","6","4","3","190","30","4","3","1","4","2","15","1290","73","1","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814304","GM14245B-1","","plot","8272238","202393DVGST_stom_rep1_GM14245B-1_490","1","1","490","17","26","test","","3","1","24.9","90","8.984375","4.6","4","1","10","6","4","3","210","30","4","3","1","3","2","25","4020","206","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
