"Date of Download: 2024-07-31_16:55:27"
"Search Parameters: Data Level:all  Trait List:  Trial List:11905  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root evaluation scaled 1-5|CO_334:0000228","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","thrips severity : visual 1-5|CO_334:0002084","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982533","202395DVGST_ciat_rep1_CG1141-1_251","1","1","251","6","8","check","","","","","","","100","","2","1","6","4","3","370","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982716","202395DVGST_ciat_rep1_CG1141-1_39","1","1","39","1","39","check","","","","","","","115","","3","3","9","4","3","315","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982093","202395DVGST_ciat_rep1_CG1141-1_417","1","1","417","10","14","check","","","","","","","55","","1","1","5","4","4","245","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982528","202395DVGST_ciat_rep1_CG1141-1_435","1","1","435","11","5","check","","","","","","","60","","2","1","6","4","4","305","","","","","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982036","202395DVGST_ciat_rep1_CG1141-1_583","1","1","583","14","20","check","","","","","","","50","","2","2","4","4","4","305","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982945","202395DVGST_ciat_rep1_CG1141-1_613","1","1","613","15","11","check","","","","","","","20","","1","1","5","4","4","300","","","","","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982433","202395DVGST_ciat_rep1_CG1141-1_687","1","1","687","16","2","check","","","","","","","95","","2","1","6","4","4","290","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982066","202395DVGST_ciat_rep1_CG1141-1_739","1","1","739","18","36","test","","","","","","","80","","2","1","6","4","4","350","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982034","202395DVGST_ciat_rep1_CG1141-1_85","1","1","85","2","2","check","","","","","","","150","","2","3","6","4","4","320","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6981996","202395DVGST_ciat_rep1_CG1141-1_873","1","1","873","21","13","check","","","","","","","30","","2","3","6","4","4","335","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982087","202395DVGST_ciat_rep1_CG1141-1_93","1","1","93","3","7","check","","","","","","","15","","2","3","7","4","4","245","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982630","202395DVGST_ciat_rep1_CG1141-1_983","1","1","983","23","37","check","","","","","","","120","","2","2","6","4","4","325","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139257","CG1141-1","","plot","6982599","202395DVGST_ciat_rep1_CG1141-1_991","1","1","991","24","42","check","","","","","","","100","","2","2","6","4","3","360","","","","","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982172","202395DVGST_ciat_rep1_CM4919-1_1005","1","1","1005","24","28","check","","","","","","","130","","2","1","8","4","3","265","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982531","202395DVGST_ciat_rep1_CM4919-1_107","1","1","107","3","21","check","","","","","","","155","","4","1","10","4","3","310","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982012","202395DVGST_ciat_rep1_CM4919-1_11","1","1","11","1","11","check","","","","","","","155","","4","2","10","4","2","300","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6981964","202395DVGST_ciat_rep1_CM4919-1_339","1","1","339","8","6","test","","","","","","","315","","2","1","6","4","3","315","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982064","202395DVGST_ciat_rep1_CM4919-1_341","1","1","341","8","4","check","","","","","","","125","","2","1","10","4","3","250","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982160","202395DVGST_ciat_rep1_CM4919-1_449","1","1","449","11","19","check","","","","","","","110","","3","1","8","4","3","240","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982335","202395DVGST_ciat_rep1_CM4919-1_463","1","1","463","11","33","check","","","","","","","130","","3","1","10","4","3","360","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982547","202395DVGST_ciat_rep1_CM4919-1_517","1","1","517","13","1","check","","","","","","","130","","3","1","10","4","3","275","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982381","202395DVGST_ciat_rep1_CM4919-1_569","1","1","569","14","34","check","","","","","","","135","","3","1","10","4","3","265","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982340","202395DVGST_ciat_rep1_CM4919-1_57","1","1","57","2","30","check","","","","","","","150","","3","1","10","4","3","335","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6981973","202395DVGST_ciat_rep1_CM4919-1_673","1","1","673","16","16","check","","","","","","","125","","3","1","10","4","3","295","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982079","202395DVGST_ciat_rep1_CM4919-1_71","1","1","71","2","16","check","","4.5","8.1","3.5","2.1","37.6","180","","4","1","10","4","3","295","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982894","202395DVGST_ciat_rep1_CM4919-1_736","1","1","736","18","39","test","","","","","","","145","","3","1","10","4","3","325","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982801","202395DVGST_ciat_rep1_CM4919-1_777","1","1","777","19","3","check","","","","","","","120","","3","1","10","4","3","270","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982352","202395DVGST_ciat_rep1_CM4919-1_929","1","1","929","22","18","check","","","","","","","125","","2","1","10","4","3","300","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982697","202395DVGST_ciat_rep1_CM4919-1_943","1","1","943","22","4","check","","","","","","","125","","3","1","10","4","3","270","","","","","4","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139268","CM4919-1","","plot","6982796","202395DVGST_ciat_rep1_CM4919-1_969","1","1","969","23","23","check","","","","","","","140","","2","1","6","4","4","270","","","","","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","139532","CM523-7","","plot","6982119","202395DVGST_ciat_rep1_CM523-7_590","1","1","590","14","13","test","","6.2","15.9","0.9","0.5","39.5","25","","3","3","7","4","4","245","2","3","2","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","161630","CM8996-199","","plot","6982644","202395DVGST_ciat_rep1_CM8996-199_58","1","1","58","2","29","test","","7.9","17.1","2.1","1.7","42.2","25","4","2","1","5","4","4","320","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","161708","CM8996-246","","plot","6982926","202395DVGST_ciat_rep1_CM8996-246_171","1","1","171","4","2","test","","8.2","16.9","1.4","1.1","42.6","85","3","2","1","4","4","4","285","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","162366","CM8996-581","","plot","6982510","202395DVGST_ciat_rep1_CM8996-581_547","1","1","547","13","31","test","","","","1","0.9","32","25","2","1","1","4","4","4","245","2","2","5","0","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","162396","CM8996-596","","plot","6982240","202395DVGST_ciat_rep1_CM8996-596_584","1","1","584","14","19","test","","10.1","28.2","0.7","0.4","36.2","85","","2","1","4","4","4","265","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","230102","CM9912-167","","plot","6982833","202395DVGST_ciat_rep1_CM9912-167_607","1","1","607","15","5","test","","4.6","11.5","2.8","1.7","38.8","50","","2","1","5","4","4","320","2","1","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","242030","COL144","","plot","6982391","202395DVGST_ciat_rep1_COL144_357","1","1","357","9","13","test","","","","","","","20","5","1","3","3","4","5","205","2","3","5","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","138538","COL1468","COL14685","plot","6982880","202395DVGST_ciat_rep1_COL1468_512","1","1","512","12","5","test","","6.1","12.6","1.1","1.4","39.5","135","","3","1","5","4","3","250","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","54015","COL1505","","plot","6982681","202395DVGST_ciat_rep1_COL1505_372","1","1","372","9","28","test","","","","0.5","0.1","37.4","45","","2","2","4","4","4","300","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","242145","COL1516","","plot","6982062","202395DVGST_ciat_rep1_COL1516_234","1","1","234","6","25","test","","7","14.8","0","0","39.3","110","","5","1","5","4","3","375","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","242161","COL1736","","plot","6982401","202395DVGST_ciat_rep1_COL1736_406","1","1","406","10","25","test","","8.1","21.8","0.3","0","41.5","75","","3","1","6","4","4","235","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","242024","COL40","COL-40","plot","6982893","202395DVGST_ciat_rep1_COL40_601","1","1","601","14","2","test","","7","17.1","1.7","1.4","39.5","50","2","3","2","6","4","4","280","2","3","3","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","54029","COL764","","plot","6982876","202395DVGST_ciat_rep1_COL764_761","1","1","761","18","14","test","","","","","","","25","5","3","1","6","4","3","245","2","3","5","0","4","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","61463","CR13-8","","plot","6982171","202395DVGST_ciat_rep1_CR13-8_131","1","1","131","4","42","test","","9","17.4","0.9","0.7","43.6","70","","3","2","7","4","4","250","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","2732021","CR24-3","CR243","plot","6982702","202395DVGST_ciat_rep1_CR24-3_362","1","1","362","9","18","test","","6.9","21.9","0.7","0.7","40.3","40","","3","1","4","4","5","320","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","2732022","CR25-4","","plot","6982564","202395DVGST_ciat_rep1_CR25-4_587","1","1","587","14","16","test","","6.6","18.1","1.1","1.1","41.9","40","","3","1","5","4","4","275","2","3","4","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","2732025","CR27-20","","plot","6982390","202395DVGST_ciat_rep1_CR27-20_978","1","1","978","23","32","test","","9.1","13.4","0.7","0.4","40.5","50","","2","1","2","4","5","140","1","2","4","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","42440","CR52A4","CR52A-4","plot","6982572","202395DVGST_ciat_rep1_CR52A-4_490","1","1","490","12","27","test","","6.5","20.4","0.2","0.4","41.3","20","","3","1","5","4","4","245","2","3","3","0","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","221395","CUB46","","plot","6982597","202395DVGST_ciat_rep1_CUB46_438","1","1","438","11","8","test","","12.2","28.7","0.9","0.7","40.4","125","","3","1","8","4","3","285","2","1","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","145687","CUB74","","plot","6982783","202395DVGST_ciat_rep1_CUB74_609","1","1","609","15","7","test","","8.3","20.1","1.7","1.6","38.6","45","","2","1","5","4","3","310","2","3","3","0","3","1"," (Operator: lizbethpino, Time: )"
